precision,recall,f1-score,support
0.6887417218543046,0.9904761904761905,0.8124999999999999,105.0
0.05063291139240506,0.10810810810810811,0.06896551724137931,74.0
0.0,0.0,0.0,115.0
0.967741935483871,0.3,0.4580152671755725,100.0
0.3604060913705584,0.3604060913705584,0.3604060913705584,0.3604060913705584
0.4267791421826452,0.34964607464607467,0.33487019610423796,394.0
0.43867743600539866,0.3604060913705584,0.34572963196299317,394.0
