precision,recall,f1-score,support
1.0,0.7849462365591398,0.8795180722891566,93.0
1.0,0.6862745098039216,0.813953488372093,51.0
1.0,0.8541666666666666,0.9213483146067416,96.0
0.635036496350365,1.0,0.7767857142857143,87.0
0.8470948012232415,0.8470948012232415,0.8470948012232415,0.8470948012232415
0.9087591240875912,0.831346853257432,0.8479013973884264,327.0
0.9028996182950513,0.8470948012232415,0.8542403791283566,327.0
